journal_name	category	citations	if_2022	jci	percentageOAGold
Sodobna Pedagogika-Journal of Contemporary Educational Studies	EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A)	56	N/A	0.14	0.00
THEORIA-REVISTA DE TEORIA HISTORIA Y FUNDAMENTOS DE LA CIENCIA	HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A)	771	N/A	0.37	88.89
Visnyk of Taras Shevchenko National University of Kyiv-Geology	GEOLOGY - ESCI(N/A)	70	N/A	0.07	0.00
Wartazoa-Buletin Ilmu Peternakan dan Kesehatan Hewan Indonesia	VETERINARY SCIENCES - ESCI(N/A)	80	N/A	0.14	96.67
452 F-Revista de Teoria de la Literatura y Literatura Comparada	LITERATURE - ESCI(N/A)	14	N/A	0.25	48.44
Antipodes-A Global Journal of Australian/New Zealand Literature	LITERATURE, AFRICAN, AUSTRALIAN, CANADIAN - ESCI(N/A)	50	N/A	0.12	0.00
Biblios-Revista de Bibliotecologia y Ciencias de la Informacion	INFORMATION SCIENCE & LIBRARY SCIENCE - ESCI(N/A)	54	N/A	0.06	97.14
Central European Journal of Economic Modelling and Econometrics	ECONOMICS - ESCI(N/A)	52	N/A	0.11	0.00
Colmena-Revista de la Universidad Autonoma del Estado de Mexico	HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)	37	N/A	0.07	0.00
Cosmos and History-The Journal of Natural and Social Philosophy	PHILOSOPHY - ESCI(N/A)	117	N/A	0.32	0.00
Empedocles-European Journal for the Philosophy of Communication	PHILOSOPHY - ESCI(N/A)	17	N/A	0.27	0.00
Foundations and Trends in Communications and Information Theory	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI(N/A)	484	N/A	2.54	0.00
Horizonte-Revista de Estudos de Teologia e Ciencias da Religiao	RELIGION - ESCI(N/A)	75	N/A	0.22	81.75
International Journal of Education and Information Technologies	EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A)	61	N/A	0.38	69.66
International Journal of Indian Culture and Business Management	BUSINESS - ESCI(N/A)	516	N/A	0.25	0.00
International Journal of Information System Modeling and Design	COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI(N/A)	107	N/A	0.19	1.79
International Journal of Innovation and Sustainable Development	GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI(N/A)	415	N/A	0.16	0.00
International Journal of Pervasive Computing and Communications	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI(N/A)	340	N/A	0.56	1.52
International Journal of Signal and Imaging Systems Engineering	ENGINEERING, ELECTRICAL & ELECTRONIC - ESCI(N/A)	72	N/A	0.16	70.59
Journal of College Student Retention-Research Theory & Practice	EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A)	1062	N/A	0.93	1.05
Journal of ISAKOS Joint Disorders & Orthopaedic Sports Medicine	"SPORT SCIENCES - ESCI(N/A); ORTHOPEDICS - ESCI(N/A)"	187	N/A	0.22	23.19
Journeys-The International Journal of Travel and Travel Writing	LITERATURE - ESCI(N/A)	49	N/A	0.54	16.13
KSU Tarim ve Doga Dergisi-KSU Journal of Agriculture and Nature	AGRICULTURE, MULTIDISCIPLINARY - ESCI(N/A)	220	N/A	0.15	96.59
Kultur-Revista Interdisciplinaria sobre la Cultura de la Ciutat	HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)	26	N/A	0.16	85.42
Muzeologia a Kulturne Dedicstvo-Museology and Cultural Heritage	HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)	43	N/A	1.10	57.78
Operations and Supply Chain Management-An International Journal	MANAGEMENT - ESCI(N/A)	304	N/A	0.46	93.33
PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA	LITERATURE - AHCI(N/A)	1436	N/A	3.40	0.00
Pacific Asia Journal of the Association for Information Systems	INFORMATION SCIENCE & LIBRARY SCIENCE - ESCI(N/A)	145	N/A	0.45	0.00
Bulgarski Ezik i Literatura-Bulgarian Language and Literature	LANGUAGE & LINGUISTICS - ESCI(N/A)	13	N/A	0.06	0.00
Canadian Journal for the Scholarship of Teaching and Learning	EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A)	164	N/A	0.29	79.10
Categories and General Algebraic Structures with Applications	MATHEMATICS - ESCI(N/A)	38	N/A	0.49	32.65
Cuadernos del CLAEH-Centro Latinoamericano de Economia Humana	ECONOMICS - ESCI(N/A)	4	N/A	0.01	88.75
Financial and Credit Activity-Problems of Theory and Practice	BUSINESS, FINANCE - ESCI(N/A)	979	N/A	0.34	13.54
Flora Infeksiyon Hastaliklari ve Klinik Mikrobiyoloji Dergisi	MICROBIOLOGY - ESCI(N/A)	74	N/A	0.02	80.00
GMS Interdisciplinary Plastic and Reconstructive Surgery DGPW	SURGERY - ESCI(N/A)	134	N/A	0.23	0.00
IFLA JOURNAL-INTERNATIONAL FEDERATION OF LIBRARY ASSOCIATIONS	INFORMATION SCIENCE & LIBRARY SCIENCE - ESCI(N/A)	352	N/A	0.25	3.76
INTERNATIONAL REVIEW OF THE AESTHETICS AND SOCIOLOGY OF MUSIC	MUSIC - AHCI(N/A)	82	N/A	0.19	0.00
Ido Movement for Culture-Journal of Martial Arts Anthropology	HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI(N/A)	325	N/A	0.31	0.00
International Journal for Technology in Mathematics Education	EDUCATION, SCIENTIFIC DISCIPLINES - ESCI(N/A)	101	N/A	0.17	0.00
International Journal of Adult Education and Technology-IJAET	EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A)	4	N/A	0.09	0.00
International Journal of Artificial Intelligence in Education	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI(N/A)	943	N/A	0.58	26.85
International Journal of Built Environment and Sustainability	URBAN STUDIES - ESCI(N/A)	125	N/A	0.21	100.00
International Journal of Data Mining Modelling and Management	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI(N/A)	90	N/A	0.08	0.00
International Journal of Distributed Systems and Technologies	COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI(N/A)	95	N/A	0.16	0.00
International Journal of Ecosystems and Ecology Science-IJEES	ENVIRONMENTAL SCIENCES - ESCI(N/A)	100	N/A	0.04	0.00
International Journal of Energy and Environmental Engineering	ENERGY & FUELS - ESCI(N/A)	1192	N/A	0.39	39.16
International Journal of Geosynthetics and Ground Engineering	ENGINEERING, GEOLOGICAL - ESCI(N/A)	681	N/A	0.55	2.96
International Journal of Healthcare Technology and Management	HEALTH CARE SCIENCES & SERVICES - ESCI(N/A)	104	N/A	0.11	0.00
International Journal of Hospitality & Tourism Administration	HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI(N/A)	853	N/A	0.95	0.00
International Journal of Innovation and Technology Management	MANAGEMENT - ESCI(N/A)	1553	N/A	0.36	1.41
International Journal of Intelligence and Counterintelligence	INTERNATIONAL RELATIONS - ESCI(N/A)	229	N/A	0.25	7.02
International Journal of Intelligent Information Technologies	COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI(N/A)	117	N/A	0.27	0.00
International Journal of Mechanical and Materials Engineering	MATERIALS SCIENCE, MULTIDISCIPLINARY - ESCI(N/A)	470	N/A	0.51	100.00
International Journal of Microgravity Science and Application	PHYSICS, APPLIED - ESCI(N/A)	84	N/A	0.11	0.00
International Journal of Modelling Identification and Control	AUTOMATION & CONTROL SYSTEMS - ESCI(N/A)	497	N/A	0.25	0.00
International Journal of Psychology and Psychological Therapy	PSYCHOLOGY, MULTIDISCIPLINARY - ESCI(N/A)	576	N/A	0.20	0.00
Journal of Agriculture Food Systems and Community Development	AGRONOMY - ESCI(N/A)	901	N/A	0.46	98.97
Journal of Humanitarian Logistics and Supply Chain Management	MANAGEMENT - ESCI(N/A)	676	N/A	0.75	13.41
Journal of Mass Spectrometry and Advances in the Clinical Lab	MEDICAL LABORATORY TECHNOLOGY - SCIE(N/A)	10	N/A	N/A	92.86
LATIN AMERICAN MUSIC REVIEW-REVISTA DE MUSICA LATINOAMERICANA	MUSIC - AHCI(N/A)	115	N/A	0.63	0.00
Miscelanea de Estudios Arabes y Hebraicos-Seccion Arabe-Islam	HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)	23	N/A	0.33	95.92
Moussons-Recherche en Sciences Humaines sur l Asie du Sud-Est	ASIAN STUDIES - ESCI(N/A)	44	N/A	0.79	60.00
Parole Rubate-Rivista Internazionale di Studi Sulla Citazione	HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)	3	N/A	0.03	0.00
Pediatria i Medycyna Rodzinna-Paediatrics and Family Medicine	PEDIATRICS - ESCI(N/A)	998	N/A	2.61	98.60
Regionologiya-Regionology Russian Journal of Regional Studies	"AREA STUDIES - ESCI(N/A); ECONOMICS - ESCI(N/A)"	32	N/A	0.15	92.73
Res Publica-A Journal of Moral Legal and Political Philosophy	PHILOSOPHY - AHCI(N/A)	341	N/A	1.28	34.17
Research in Education and Learning Innovation Archives-REALIA	EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A)	9	N/A	0.15	87.88
Research in Psychotherapy-Psychopathology Process and Outcome	PSYCHOLOGY, CLINICAL - ESCI(N/A)	275	N/A	0.39	100.00
Review of Regional Research-Jahrbuch fur Regionalwissenschaft	ECONOMICS - ESCI(N/A)	149	N/A	0.52	48.39
Revista Interuniversitaria de Formacion del Profesorado-RIFOP	EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A)	363	N/A	0.13	37.82
Techne-Journal of Technology for Architecture and Environment	ARCHITECTURE - ESCI(N/A)	205	N/A	0.64	14.71
Temas de Nuestra America-Revista de Estudios Latinoamericanos	AREA STUDIES - ESCI(N/A)	13	N/A	0.01	98.33
Transactions of the Association for Computational Linguistics	"LANGUAGE & LINGUISTICS - AHCI(N/A); LINGUISTICS - SSCI(Q1); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)"	2530	N/A	5.67	93.09
Vigilancia Sanitaria em Debate-Sociedade Ciencia & Tecnologia	HEALTH CARE SCIENCES & SERVICES - ESCI(N/A)	106	N/A	0.08	85.88
Zeitschrift fur Assyriologie und Vorderasiatische Archaologie	"ARCHAEOLOGY - AHCI(N/A); LANGUAGE & LINGUISTICS - AHCI(N/A); HISTORY - AHCI(N/A)"	78	N/A	0.39	2.13
Acta et Commentationes Universitatis Tartuensis de Mathematica	MATHEMATICS - ESCI(N/A)	91	N/A	0.47	82.35
African Journal of Science Technology Innovation & Development	MULTIDISCIPLINARY SCIENCES - ESCI(N/A)	729	N/A	0.25	5.25
Ager-Revista de Estudios sobre Despoblacion y Desarrollo Rural	SOCIOLOGY - ESCI(N/A)	77	N/A	0.21	0.00
Ambitos-Revista de Estudios de Ciencias Sociales y Humanidades	HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)	63	N/A	0.10	0.00
Ancient Asia-Journal of the Society of South Asian Archaeology	ARCHAEOLOGY - ESCI(N/A)	23	N/A	0.14	100.00
Asian-Pacific Journal of Second and Foreign Language Education	"LINGUISTICS - ESCI(N/A); EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A)"	160	N/A	0.80	100.00
Brock Education-A Journal of Educational Research and Practice	EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A)	97	N/A	0.27	0.00
Bulletin of the New Zealand Society for Earthquake Engineering	ENGINEERING, GEOLOGICAL - ESCI(N/A)	777	N/A	0.31	13.21
CIRIEC-Espana Revista de Economia Publica Social y Cooperativa	ECONOMICS - ESCI(N/A)	285	N/A	0.47	98.92
Cuadernos de Filologia Clasica-Estudios Griegos e Indoeuropeos	CLASSICS - ESCI(N/A)	13	N/A	0.53	84.62
Discourse-Journal for Theoretical Studies in Media and Culture	HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)	14	N/A	0.52	0.00
Epekeina-International Journal of Ontology History and Critics	PHILOSOPHY - ESCI(N/A)	3	N/A	0.00	0.00
Equilibrium-Quarterly Journal of Economics and Economic Policy	ECONOMICS - ESCI(N/A)	652	N/A	1.79	99.05
Etnoantropoloski Problemi-Issues in Ethnology and Anthropology	ANTHROPOLOGY - ESCI(N/A)	149	N/A	0.15	90.54
Gesnerus-Swiss Journal of the History of Medicine and Sciences	HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A)	75	N/A	0.10	0.00
Global Journal of Medical Pharmaceutical and Biomedical Update	MEDICINE, GENERAL & INTERNAL - ESCI(N/A)	2	N/A	0.01	100.00
ICL Journal-Vienna Journal on International Constitutional Law	LAW - ESCI(N/A)	42	N/A	0.21	14.00
IEEE Canadian Journal of Electrical and Computer Engineering	"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE(N/A); ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(N/A)"	26	N/A	N/A	0.00
IISE Transactions on Occupational Ergonomics & Human Factors	ERGONOMICS - ESCI(N/A)	289	N/A	0.67	1.35
INTERNATIONAL JOURNAL OF COMPUTER APPLICATIONS IN TECHNOLOGY	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI(N/A)	670	N/A	0.28	0.00
ISLE-Interdisciplinary Studies in Literature and Environment	LITERATURE - AHCI(N/A)	220	N/A	1.37	3.88
International Journal for Crime Justice and Social Democracy	CRIMINOLOGY & PENOLOGY - ESCI(N/A)	460	N/A	0.62	98.57
International Journal of Clinical and Experimental Pathology	"PATHOLOGY - ESCI(N/A); ONCOLOGY - ESCI(N/A)"	12017	N/A	0.31	0.00
International Journal of E-Health and Medical Communications	MEDICAL INFORMATICS - ESCI(N/A)	145	N/A	0.24	45.45
International Journal of Economics Management and Accounting	ECONOMICS - ESCI(N/A)	101	N/A	0.16	0.00
International Journal of Energy Optimization and Engineering	ENERGY & FUELS - ESCI(N/A)	112	N/A	0.14	0.00
International Journal of Evidence Based Coaching & Mentoring	PSYCHOLOGY, APPLIED - ESCI(N/A)	319	N/A	0.20	0.00
International Journal of Fuzzy Logic and Intelligent Systems	COMPUTER SCIENCE, THEORY & METHODS - ESCI(N/A)	325	N/A	0.38	100.00
International Journal of Geotechnical Earthquake Engineering	ENGINEERING, GEOLOGICAL - ESCI(N/A)	63	N/A	0.17	0.00
International Journal of Grid and High Performance Computing	COMPUTER SCIENCE, THEORY & METHODS - ESCI(N/A)	92	N/A	0.29	0.00
International Journal of Information and Learning Technology	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI(N/A)	405	N/A	0.48	5.38
International Journal of Intelligent Engineering Informatics	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI(N/A)	205	N/A	0.40	0.00
International Journal of Managerial and Financial Accounting	BUSINESS, FINANCE - ESCI(N/A)	149	N/A	0.51	0.00
International Journal of Mentoring and Coaching in Education	EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A)	290	N/A	0.78	2.27
International Journal of Military History and Historiography	HISTORY - ESCI(N/A)	5	N/A	0.51	0.00
International Journal of Nephrology and Renovascular Disease	UROLOGY & NEPHROLOGY - ESCI(N/A)	985	N/A	0.57	96.46
International Journal of Networked and Distributed Computing	COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI(N/A)	75	N/A	0.20	93.18
International Journal of Nonlinear Analysis and Applications	MATHEMATICS - ESCI(N/A)	322	N/A	0.40	0.00
International Journal of Turbomachinery Propulsion and Power	"ENGINEERING, AEROSPACE - ESCI(N/A); ENGINEERING, MECHANICAL - ESCI(N/A)"	157	N/A	0.35	93.91
International Review of Environmental and Resource Economics	ECONOMICS - ESCI(N/A)	401	N/A	1.00	0.00
Journal of Agribusiness in Developing and Emerging Economies	"AGRICULTURAL ECONOMICS & POLICY - ESCI(N/A); ECONOMICS - ESCI(N/A)"	595	N/A	0.79	1.83
Journal of Community Hospital Internal Medicine Perspectives	MEDICINE, GENERAL & INTERNAL - ESCI(N/A)	929	N/A	0.19	99.31
Journal of Computational Methods in Sciences and Engineering	ENGINEERING, MULTIDISCIPLINARY - ESCI(N/A)	288	N/A	0.12	0.00
Journal of Financial Management of Property and Construction	BUSINESS, FINANCE - ESCI(N/A)	454	N/A	0.49	0.00
Journal of Information and Communication Technology-Malaysia	COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI(N/A)	161	N/A	0.32	44.29
Journal of Intellectual Disabilities and Offending Behaviour	CRIMINOLOGY & PENOLOGY - ESCI(N/A)	118	N/A	0.25	0.00
Journal of Interactional Research in Communication Disorders	LINGUISTICS - ESCI(N/A)	46	N/A	0.06	4.55
Journal of Population Therapeutics and Clinical Pharmacology	PHARMACOLOGY & PHARMACY - ESCI(N/A)	497	N/A	0.34	59.15
Journal of Siberian Federal University-Mathematics & Physics	MATHEMATICS - ESCI(N/A)	190	N/A	0.34	0.00
Journal of Vascular Surgery Cases Innovations and Techniques	SURGERY - ESCI(N/A)	473	N/A	0.34	100.00
Journal of the American College of Emergency Physicians Open	EMERGENCY MEDICINE - ESCI(N/A)	546	N/A	0.70	90.53
Journal of the Indian Society for Probability and Statistics	STATISTICS & PROBABILITY - ESCI(N/A)	45	N/A	0.15	0.00
Journal of the Korean Chemical Society-Daehan Hwahak Hoe Jee	CHEMISTRY, MULTIDISCIPLINARY - ESCI(N/A)	460	N/A	0.05	0.00
LymphoSign Journal-The Journal of Inherited Immune Disorders	IMMUNOLOGY - ESCI(N/A)	67	N/A	0.05	2.44
MHSalud-Revista en Ciencias del Movimiento Humano y la Salud	SPORT SCIENCES - ESCI(N/A)	20	N/A	0.10	97.50
Metaphysica-International Journal for Ontology & Metaphysics	PHILOSOPHY - ESCI(N/A)	124	N/A	0.73	9.43
Opuscula-Annual of the Swedish Institutes at Athens and Rome	ARCHAEOLOGY - AHCI(N/A)	60	N/A	1.04	0.00
Production and Manufacturing Research-An Open Access Journal	ENGINEERING, INDUSTRIAL - ESCI(N/A)	619	N/A	0.61	100.00
Profesorado-Revista de Curriculum y Formacion de Profesorado	EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A)	681	N/A	0.42	73.23
Quaerendo-A Journal Devoted to Manuscripts and Printed Books	LITERATURE - ESCI(N/A)	57	N/A	0.89	29.27
Revista Eletronica em Gestao Educacao e Tecnologia Ambiental	ENVIRONMENTAL STUDIES - ESCI(N/A)	118	N/A	0.05	91.18
Revista Eureka sobre Ensenanza y Divulgacion de las Ciencias	EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A)	441	N/A	0.48	95.54
Revista Gedecon Revista Gestao e Desenvolvimento em Contexto	SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI(N/A)	4	N/A	0.01	50.00
Revista de Arqueologia Historica Argentina y Latinoamericana	ARCHAEOLOGY - ESCI(N/A)	32	N/A	0.07	0.00
Rivista di Filosofia del Diritto-Journal of Legal Philosophy	PHILOSOPHY - ESCI(N/A)	25	N/A	0.28	0.00
SALMAGUNDI-A QUARTERLY OF THE HUMANITIES AND SOCIAL SCIENCES	LITERARY REVIEWS - AHCI(N/A)	98	N/A	0.46	0.00
Sic-A Journal of Literature Culture and Literary Translation	LITERATURE - ESCI(N/A)	20	N/A	0.02	98.55
TRaNS-Trans-Regional and -National Studies of Southeast Asia	AREA STUDIES - ESCI(N/A)	275	N/A	1.05	2.63
Tecnoscienza-Italian Journal of Science & Technology Studies	SOCIAL ISSUES - ESCI(N/A)	87	N/A	0.24	0.00
Timarit um Uppeldi og Menntun-Icelandic Journal of Education	EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A)	9	N/A	0.13	94.12
Transactions of the Korean Society of Mechanical Engineers A	ENGINEERING, MECHANICAL - ESCI(N/A)	316	N/A	0.07	0.00
Transactions of the Korean Society of Mechanical Engineers B	ENGINEERING, MECHANICAL - ESCI(N/A)	156	N/A	0.06	0.00
University of Toronto Journal of Undergraduate Life Sciences	BIOLOGY - ESCI(N/A)	2	N/A	0.01	72.22
VINE Journal of Information and Knowledge Management Systems	"INFORMATION SCIENCE & LIBRARY SCIENCE - ESCI(N/A); MANAGEMENT - ESCI(N/A)"	660	N/A	0.67	1.02
VSWG-Vierteljahrschrift fur Sozial-und Wirtschaftsgeschichte	HISTORY - ESCI(N/A)	21	N/A	0.51	0.00
Vestnik Sankt-Peterburgskogo Universiteta-Yazyk i Literatura	HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)	44	N/A	0.51	98.20
Zhurnal Frontirnykh Issledovanii-Journal of Frontier Studies	HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)	20	N/A	0.44	58.47
AEVUM-RASSEGNA DI SCIENZE STORICHE LINGUISTICHE E FILOLOGICHE	HUMANITIES, MULTIDISCIPLINARY - AHCI(N/A)	131	N/A	0.19	0.00
African Journal of Agricultural and Resource Economics-AFJARE	AGRICULTURAL ECONOMICS & POLICY - ESCI(N/A)	322	N/A	0.23	0.00
Applications and Applied Mathematics-An International Journal	MATHEMATICS, APPLIED - ESCI(N/A)	410	N/A	0.28	0.00
Asian Academy of Management Journal of Accounting and Finance	BUSINESS, FINANCE - ESCI(N/A)	196	N/A	0.16	96.08
Canadian Journal of Speech-Language Pathology and Audiology	REHABILITATION - ESCI(N/A)	206	N/A	0.19	0.00
Catrina-The International Journal of Environmental Sciences	ENVIRONMENTAL SCIENCES - ESCI(N/A)	91	N/A	0.08	0.00
Chemistry Africa-A Journal of the Tunisian Chemical Society	CHEMISTRY, MULTIDISCIPLINARY - ESCI(N/A)	437	N/A	0.33	3.01
De Computis-Revista Espanola de Historia de la Contabilidad	BUSINESS, FINANCE - ESCI(N/A)	101	N/A	0.24	85.00
E-Spania-Revue Electronique d etudes Hispaniques Medievales	MEDIEVAL & RENAISSANCE STUDIES - ESCI(N/A)	115	N/A	0.24	94.94
European Journal of Crime Criminal Law and Criminal Justice	LAW - ESCI(N/A)	150	N/A	0.82	17.14
Evidence-based HRM-A Global Forum for Empirical Scholarship	MANAGEMENT - ESCI(N/A)	238	N/A	0.38	4.00
Ilahiyat Studies-A Journal on Islamic and Religious Studies	RELIGION - ESCI(N/A)	5	N/A	0.18	55.00
International Journal for the Study of the Christian Church	RELIGION - ESCI(N/A)	63	N/A	0.40	10.71
International Journal of Air-Conditioning and Refrigeration	THERMODYNAMICS - ESCI(N/A)	395	N/A	0.22	0.00
International Journal of Ambient Computing and Intelligence	COMPUTER SCIENCE, THEORY & METHODS - ESCI(N/A)	292	N/A	0.58	0.00
International Journal of Applied and Basic Medical Research	MEDICINE, GENERAL & INTERNAL - ESCI(N/A)	743	N/A	0.32	0.00
International Journal of Aviation Aeronautics and Aerospace	ENGINEERING, AEROSPACE - ESCI(N/A)	178	N/A	0.22	29.71
International Journal of Clinical and Experimental Medicine	MEDICINE, RESEARCH & EXPERIMENTAL - ESCI(N/A)	7695	N/A	0.04	0.00
International Journal of Decision Support System Technology	COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI(N/A)	113	N/A	0.19	0.00
International Journal of Electronics and Telecommunications	TELECOMMUNICATIONS - ESCI(N/A)	333	N/A	0.14	0.00
